"Id","Prediction"
4,0.0153182524091315
5,0.0425929157565423
7,0.694195647922846
10,0.0856997920367191
13,0.0163881765566877
19,0.55747998260559
22,0.24329334199198
25,0.46993814856888
33,0.0503502243985622
37,0.381281378374084
38,0.0781525156418326
40,0.711137263567922
42,0.840377610895801
43,0.538693550055741
44,0.096929971100227
46,0.907469545565638
51,0.883975514783902
52,0.0268270269953212
57,0.801544068742905
61,0.0305129619131595
62,0.961070194023658
63,0.936068967311116
65,0.920072115341175
69,0.921809908225452
72,0.894516196005275
74,0.0521494683059809
75,0.407383190857846
76,0.951716291698659
83,0.163797283418797
87,0.621334211441904
88,0.391160612547005
89,0.850404999813637
93,0.847159883414327
94,0.399565520291251
95,0.94248049189524
96,0.688016641641499
97,0.900643293230051
102,0.0464209287125761
103,0.039811761519897
108,0.929295163992826
112,0.00542777506484132
115,0.306471415925139
117,0.211300455479734
119,0.686280911335105
124,0.00563843873507802
126,0.478943429532299
136,0.0122898151556794
137,0.513055719999929
138,0.455333057226066
139,0.685584738474594
145,0.611007788020276
147,0.0839147301146899
148,0.38281052541368
150,0.0433063554692509
151,0.955234163777886
152,0.930791590382564
153,0.0428563291596605
157,0.611668773277492
159,0.269908987390863
160,0.306911725334035
161,0.113968013715346
165,0.329910939381729
168,0.930991749828763
174,0.0110422003628442
178,0.38676753610698
179,0.857460520975733
183,0.727229431032103
184,0.0454839653750638
185,0.0785444534557286
188,0.884779278421836
191,0.631769813817418
193,0.58982229953147
196,0.860011002378825
199,0.323047907086739
200,0.794145334034715
201,0.030372740282996
203,0.0520249700360255
206,0.0264974418105761
207,0.811864407196011
208,0.244072964818667
211,0.0800770907491592
215,0.424007274086009
216,0.0329571653045254
217,0.153706502143408
218,0.0933956729339157
222,0.871928426013667
223,0.285304041625367
224,0.482571609396823
228,0.41019342892917
231,0.565328495675239
236,0.0881232699024494
237,0.806690223479156
238,0.458095170096589
245,0.574895079002339
250,0.6218088800874
253,0.0538751984487643
255,0.104489985360292
256,0.0350521491203207
257,0.0112299313466514
258,0.865440109085074
261,0.315709983051239
262,0.36457236896631
263,0.835763245814381
265,0.557149521894632
267,0.0583858302626084
269,0.039744872179243
276,0.0929385525901343
277,0.5028324557925
281,0.0482196171451777
284,0.479080753818954
289,0.110940586917654
290,0.424990151822305
291,0.956458447332575
292,0.035043292845026
295,0.787638389459923
297,0.0353254441002604
299,0.129171516339471
300,0.915701751094913
301,0.360252098072382
307,0.178624425326516
308,0.0306808917190532
312,0.422340661280803
314,0.543869711667362
315,0.0854381410366984
324,0.777729787491866
326,0.726510039068741
331,0.886622657859177
337,0.554147243698189
340,0.10172844493991
341,0.0338250675734779
342,0.365042810175183
343,0.92869042013664
344,0.104405679232006
345,0.374239513299925
346,0.121657253083956
349,0.888494924691822
351,0.703633983041726
358,0.0605529344067871
359,0.889717936607408
361,0.0657687097513409
362,0.05141046709107
363,0.4304722897792
364,0.371921875722775
366,0.0112351543677466
368,0.580214554900562
370,0.744413536557815
374,0.496243666475763
376,0.143110129100043
380,0.900350363540109
385,0.166899552407927
390,0.0729480808922689
391,0.507814909146229
394,0.0655028240889255
395,0.0586679016063604
401,0.913763511285659
402,0.0559949790857163
410,0.854448361970226
413,0.119578371095546
414,0.0662077700605713
417,0.636935363945119
418,0.364612892889446
424,0.129891616227941
428,0.0286683445130596
431,0.0265246015650257
433,0.704726368392904
438,0.938128137767352
442,0.331341172692611
445,0.29458923038412
446,0.338588889333226
452,0.522882197572329
453,0.0167868657378695
456,0.525481917742936
458,0.0486486926698122
460,0.857267478327896
464,0.674003819914698
465,0.876620340205851
473,0.660600979592432
476,0.314419533409692
477,0.878082244326774
481,0.110600598004168
483,0.629660809590463
487,0.00597018121616149
490,0.958196018026089
493,0.213638978779284
494,0.256467476133304
496,0.0564287282296484
499,0.396730653348464
505,0.00919047379407482
508,0.0828983082594607
511,0.809203576283067
523,0.0047489672963555
525,0.914722567596688
527,0.903690149534706
529,0.42615347341966
531,0.739497642856987
532,0.0222782055995791
535,0.317817250439585
537,0.339003615468483
538,0.857288668332959
542,0.937361815726726
544,0.0650183071549747
548,0.448169447208585
552,0.778504721052572
567,0.226427798232331
568,0.00703662795156996
570,0.521954609966177
576,0.839649895312292
578,0.817008500885156
585,0.93889401029173
586,0.0624110367415604
587,0.477927253358069
590,0.521815848776323
593,0.0718746451879836
596,0.0927452014547237
600,0.899767421876866
602,0.100309833728353
603,0.665552082091634
604,0.533097753028093
605,0.892775136942535
608,0.882055511067001
611,0.875575930018569
612,0.0882883668318062
613,0.0712217361418721
616,0.176696241703952
618,0.414801772138783
621,0.812195324322376
622,0.820679058991464
626,0.0347312217159562
628,0.0223472729780259
629,0.0199423679093544
631,0.159076256359701
633,0.906351474301836
634,0.458837527448509
635,0.942638546660255
643,0.0227806426229312
644,0.0531570517756043
646,0.899094340135001
648,0.00458747993533478
649,0.293897070337621
650,0.332428515428015
